PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR_SUM,1996,9.0,-75.0,7.79,18.43,17.59,43.98,136.98,136.92,105.14,73.5,82.85,63.59,66.44,20.29,773.5
PRECTOTCORR_SUM,1996,9.0,-75.625,26.57,32.32,33.03,67.15,178.18,223.13,169.4,150.27,120.7,61.22,68.62,22.76,1153.35
PRECTOTCORR_SUM,1996,9.0,-76.25,69.16,75.87,69.22,93.5,254.97,358.13,292.45,310.0,226.37,101.24,99.92,38.17,1989.0
PRECTOTCORR_SUM,1996,9.0,-76.875,93.12,92.03,82.32,101.51,280.19,400.15,339.0,364.31,271.27,130.71,129.91,48.03,2332.55
PRECTOTCORR_SUM,1996,9.5,-71.25,40.92,52.98,57.79,80.4,219.71,151.58,102.22,220.8,186.46,177.81,126.91,84.45,1502.03
PRECTOTCORR_SUM,1996,9.5,-71.875,31.72,47.9,33.86,42.59,114.2,97.89,61.84,148.11,94.86,145.3,116.31,60.01,994.59
PRECTOTCORR_SUM,1996,9.5,-72.5,32.72,38.25,26.36,31.77,82.33,82.9,70.81,112.68,86.36,137.96,128.61,58.85,889.6
PRECTOTCORR_SUM,1996,9.5,-73.125,39.8,24.04,27.4,24.63,83.2,89.12,103.47,79.35,100.12,118.12,130.24,48.26,867.75
PRECTOTCORR_SUM,1996,9.5,-73.75,29.7,12.37,22.78,18.82,97.77,92.56,118.36,60.87,110.33,97.29,108.38,27.48,796.71
PRECTOTCORR_SUM,1996,9.5,-74.375,19.69,8.38,17.46,16.33,106.58,92.08,107.81,54.84,104.06,80.3,90.81,15.59,713.93
PRECTOTCORR_SUM,1996,9.5,-75.0,6.54,4.61,8.01,17.12,111.81,102.76,105.5,38.97,88.95,68.2,71.86,7.51,631.84
PRECTOTCORR_SUM,1996,9.5,-75.625,22.92,20.92,28.64,43.46,179.4,260.38,215.02,199.34,181.86,94.64,83.91,15.5,1345.99
PRECTOTCORR_SUM,1996,9.5,-76.25,53.72,47.82,55.3,66.03,247.0,400.87,321.67,347.27,271.66,129.46,110.04,28.45,2079.29
PRECTOTCORR_SUM,1996,9.5,-76.875,77.36,61.89,66.34,73.56,277.52,456.87,371.9,408.04,317.14,157.41,137.84,38.67,2444.54
PRECTOTCORR_SUM,1997,10.0,-71.25,27.6,20.51,6.77,79.05,92.73,136.53,64.13,85.99,182.59,130.25,113.66,15.01,954.82
PRECTOTCORR_SUM,1997,10.0,-71.875,20.43,13.94,4.48,67.82,91.13,142.82,27.24,69.46,126.94,98.26,66.91,9.2,738.63
PRECTOTCORR_SUM,1997,10.0,-72.5,20.82,14.04,5.04,68.28,92.59,143.49,21.67,68.09,117.15,93.09,57.21,8.24,709.71
PRECTOTCORR_SUM,1997,10.0,-73.125,17.07,10.02,7.05,55.14,81.31,118.27,15.72,72.41,88.55,91.29,40.9,11.67,609.4
PRECTOTCORR_SUM,1997,10.0,-73.75,11.38,6.71,6.9,36.33,59.48,83.09,12.81,58.44,83.97,88.49,41.5,9.68,498.78
PRECTOTCORR_SUM,1997,10.0,-74.375,8.32,6.08,4.03,22.72,43.22,68.17,11.68,51.29,93.79,87.33,54.84,5.79,457.26
PRECTOTCORR_SUM,1997,10.0,-75.0,5.33,7.25,1.51,13.06,27.35,63.01,11.44,50.19,106.0,83.14,98.78,1.74,468.8
PRECTOTCORR_SUM,1997,10.0,-75.625,11.45,30.6,0.51,62.11,39.94,132.54,61.28,120.59,145.59,121.1,186.29,2.29,914.29
PRECTOTCORR_SUM,1997,10.0,-76.25,21.45,50.9,0.47,102.85,60.26,175.35,113.68,176.89,175.81,164.32,221.8,4.1,1267.88
PRECTOTCORR_SUM,1997,10.0,-76.875,25.44,56.58,0.54,101.09,70.21,184.72,134.7,196.47,186.44,178.49,235.22,5.33,1375.23
PRECTOTCORR_SUM,1997,10.5,-71.25,11.34,8.69,2.91,51.08,75.68,124.79,45.9,57.16,144.43,86.95,85.11,9.39,703.43
PRECTOTCORR_SUM,1997,10.5,-71.875,13.22,6.32,0.98,53.97,88.45,137.17,21.03,59.8,118.01,88.46,49.58,4.46,641.45
PRECTOTCORR_SUM,1997,10.5,-72.5,14.54,6.34,0.75,56.84,91.53,143.01,16.49,64.04,115.26,93.4,43.73,3.95,649.88
PRECTOTCORR_SUM,1997,10.5,-73.125,13.0,4.12,1.16,36.48,70.16,111.35,12.8,69.66,79.52,99.77,31.92,8.53,538.47
PRECTOTCORR_SUM,1997,10.5,-73.75,9.58,2.29,1.57,16.23,42.21,73.82,10.42,53.25,67.02,99.01,28.14,7.63,411.17
PRECTOTCORR_SUM,1997,10.5,-74.375,8.65,1.87,1.37,9.65,29.98,64.18,9.59,40.16,81.84,97.61,39.6,3.93,388.43
PRECTOTCORR_SUM,1997,10.5,-75.0,7.27,3.16,0.82,10.34,22.86,78.95,12.32,34.2,102.64,85.28,97.09,0.94,455.87
PRECTOTCORR_SUM,1997,10.5,-75.625,10.29,18.88,0.23,44.5,24.57,159.91,36.93,84.79,136.98,90.84,201.27,0.91,810.1
PRECTOTCORR_SUM,1997,10.5,-76.25,17.22,32.29,0.15,70.9,29.74,206.48,58.01,131.79,159.07,111.71,236.73,1.63,1055.72
PRECTOTCORR_SUM,1997,10.5,-76.875,18.28,32.47,0.25,68.75,31.2,203.19,61.36,133.99,158.89,116.9,235.86,2.07,1063.21
PRECTOTCORR_SUM,1997,11.0,-71.25,6.47,4.39,1.44,29.32,64.41,106.43,34.49,33.76,101.75,58.03,54.44,3.3,498.23
PRECTOTCORR_SUM,1997,11.0,-71.875,10.93,2.63,0.28,40.81,80.64,120.7,18.71,52.4,104.94,78.44,34.59,1.93,547.0
PRECTOTCORR_SUM,1997,11.0,-72.5,13.18,2.34,0.08,45.24,84.32,128.12,15.42,61.45,111.16,90.15,32.37,1.88,585.71
PRECTOTCORR_SUM,1997,11.0,-73.125,11.95,1.44,0.14,27.85,62.13,102.92,13.3,69.77,85.54,102.03,26.73,4.88,508.68
PRECTOTCORR_SUM,1997,11.0,-73.75,7.61,0.84,0.41,11.4,39.99,84.32,15.16,68.68,77.77,110.34,27.79,4.4,448.71
PRECTOTCORR_SUM,1997,11.0,-74.375,7.46,0.84,0.69,7.11,31.86,84.12,15.92,61.77,92.61,107.2,34.4,1.87,445.85
PRECTOTCORR_SUM,1997,11.0,-75.0,7.4,5.22,0.57,12.79,26.0,119.01,20.56,56.94,119.5,98.36,105.27,0.42,572.04
PRECTOTCORR_SUM,1997,11.0,-75.625,7.9,16.0,0.24,33.87,17.1,169.21,30.53,71.63,138.85,79.49,207.3,0.3,772.42
PRECTOTCORR_SUM,1997,11.0,-76.25,10.77,22.41,0.19,51.27,18.33,200.87,39.78,105.52,150.77,90.77,236.83,0.51,928.02
PRECTOTCORR_SUM,1997,11.0,-76.875,11.0,22.8,0.33,52.94,19.51,195.71,42.5,109.99,151.24,98.3,236.1,0.87,941.29
PRECTOTCORR_SUM,1997,11.5,-71.25,5.66,4.06,1.05,16.81,55.08,98.54,31.78,27.44,93.34,63.1,50.96,1.05,448.87
PRECTOTCORR_SUM,1997,11.5,-71.875,8.99,1.99,0.37,29.58,68.94,110.66,20.2,51.95,95.95,75.88,30.56,1.4,496.47
PRECTOTCORR_SUM,1997,11.5,-72.5,7.69,2.09,0.46,30.93,71.47,103.58,19.42,39.73,89.62,63.93,26.65,1.03,456.6
PRECTOTCORR_SUM,1997,11.5,-73.125,6.55,0.93,0.08,21.13,54.11,135.97,25.65,105.43,102.98,93.87,44.02,1.47,592.19
PRECTOTCORR_SUM,1997,11.5,-73.75,3.1,0.63,0.08,11.18,44.97,138.46,31.17,131.73,103.22,104.05,47.95,1.15,617.69
PRECTOTCORR_SUM,1997,11.5,-74.375,3.37,0.75,0.22,9.88,49.19,152.88,34.52,140.15,120.34,135.31,55.84,0.58,703.03
PRECTOTCORR_SUM,1997,11.5,-75.0,4.62,8.15,0.31,13.88,34.79,162.85,31.32,106.99,138.24,120.9,121.53,0.24,743.82
PRECTOTCORR_SUM,1997,11.5,-75.625,6.67,17.98,0.38,24.41,12.3,163.13,27.73,67.82,140.49,73.78,205.21,0.13,740.03
PRECTOTCORR_SUM,1997,11.5,-76.25,8.01,20.21,0.39,32.23,13.1,174.38,32.91,88.04,140.09,79.98,229.9,0.23,819.47
PRECTOTCORR_SUM,1997,11.5,-76.875,8.92,20.18,0.62,34.3,13.97,172.93,35.41,92.59,138.8,86.57,232.12,0.61,837.02
PRECTOTCORR_SUM,1997,12.0,-71.25,7.42,5.35,1.79,14.74,49.31,92.2,32.74,30.49,87.97,65.25,51.08,0.95,439.29
PRECTOTCORR_SUM,1997,12.0,-71.875,5.27,2.82,0.74,16.62,45.15,118.98,29.91,73.86,105.15,91.13,47.51,0.61,537.75
PRECTOTCORR_SUM,1997,12.0,-72.5,6.28,2.81,0.82,23.22,57.7,108.86,24.75,53.7,96.97,75.92,36.46,0.48,487.97
PRECTOTCORR_SUM,1997,12.0,-73.125,3.45,1.74,0.22,12.51,38.03,170.6,39.83,149.86,130.76,131.69,66.48,0.36,745.53
PRECTOTCORR_SUM,1997,12.0,-73.75,2.47,1.26,0.1,10.86,43.77,167.64,39.09,172.8,114.84,139.35,62.08,0.62,754.88
PRECTOTCORR_SUM,1997,12.0,-74.375,1.88,1.22,0.06,9.79,48.91,161.27,38.74,180.9,112.61,157.13,61.42,0.91,774.84
PRECTOTCORR_SUM,1997,12.0,-75.0,3.47,8.46,0.23,10.67,31.82,144.11,29.86,121.09,121.26,126.21,104.23,0.8,702.21
PRECTOTCORR_SUM,1997,12.0,-75.625,6.72,17.62,0.56,15.85,9.97,129.73,21.77,54.29,126.01,75.96,166.18,0.46,625.12
PRECTOTCORR_SUM,1997,12.0,-76.25,8.19,19.15,0.65,20.14,9.83,136.64,25.34,66.32,123.65,77.27,192.88,0.57,680.63
PRECTOTCORR_SUM,1997,12.0,-76.875,9.24,19.55,0.88,21.47,10.45,140.07,27.55,70.21,123.96,81.18,205.96,0.97,711.49
PRECTOTCORR_SUM,1997,12.5,-71.25,8.53,6.22,2.18,12.85,35.54,65.99,27.38,25.0,64.26,59.05,43.97,1.54,352.51
PRECTOTCORR_SUM,1997,12.5,-71.875,6.82,3.74,1.16,13.16,34.17,71.52,22.55,45.09,70.63,77.92,34.44,1.94,383.14
PRECTOTCORR_SUM,1997,12.5,-72.5,6.9,3.38,1.09,19.26,47.58,85.8,22.53,43.83,81.94,73.7,32.62,0.93,419.56
PRECTOTCORR_SUM,1997,12.5,-73.125,4.58,2.6,0.58,7.41,20.63,81.96,26.74,92.56,76.33,109.04,42.01,2.29,466.73
PRECTOTCORR_SUM,1997,12.5,-73.75,3.71,2.3,0.33,7.32,24.37,88.1,25.64,106.8,71.6,119.18,41.8,3.39,494.54
PRECTOTCORR_SUM,1997,12.5,-74.375,3.51,2.23,0.33,6.89,28.15,89.11,25.52,117.15,72.19,133.28,43.33,4.19,525.88
PRECTOTCORR_SUM,1997,12.5,-75.0,5.7,7.05,0.44,7.73,19.2,80.12,19.58,77.31,82.35,117.48,66.7,3.25,486.91
PRECTOTCORR_SUM,1997,12.5,-75.625,9.06,12.89,0.68,10.32,8.99,75.6,15.21,34.59,92.56,96.31,102.44,1.86,460.51
PRECTOTCORR_SUM,1997,12.5,-76.25,10.38,14.22,0.83,12.02,9.44,80.67,17.64,40.11,93.03,98.15,121.24,2.29,500.02
PRECTOTCORR_SUM,1997,12.5,-76.875,11.45,14.9,0.98,12.53,10.32,83.05,19.16,42.2,93.35,100.38,132.53,2.99,523.84
PRECTOTCORR_SUM,1997,7.0,-71.25,17.87,96.91,26.37,115.63,305.54,247.16,207.87,149.12,148.77,95.62,59.48,7.11,1477.45
PRECTOTCORR_SUM,1997,7.0,-71.875,35.64,78.92,47.55,108.86,254.36,181.39,103.59,120.34,155.8,81.75,102.05,8.2,1278.45
PRECTOTCORR_SUM,1997,7.0,-72.5,45.62,85.45,75.28,131.02,237.89,139.62,85.68,114.32,161.88,88.23,127.94,9.78,1302.71
PRECTOTCORR_SUM,1997,7.0,-73.125,66.6,129.65,94.56,187.46,231.41,125.26,102.75,124.39,215.13,131.77,141.12,14.06,1564.16
PRECTOTCORR_SUM,1997,7.0,-73.75,72.96,216.11,91.94,216.02,253.1,193.74,135.23,180.25,324.72,197.67,180.3,17.37,2079.41
PRECTOTCORR_SUM,1997,7.0,-74.375,64.84,250.6,85.76,217.52,268.9,242.22,149.94,199.75,368.99,216.92,198.9,17.35,2281.69
PRECTOTCORR_SUM,1997,7.0,-75.0,86.11,242.5,92.21,239.35,292.04,253.66,153.03,175.97,317.12,210.93,247.37,21.95,2332.24
PRECTOTCORR_SUM,1997,7.0,-75.625,248.23,258.54,103.4,271.55,327.56,236.61,137.36,129.35,278.62,238.09,394.72,56.51,2680.54
PRECTOTCORR_SUM,1997,7.0,-76.25,346.96,307.28,108.42,283.72,362.53,245.96,131.61,132.14,307.41,264.85,477.77,79.8,3048.45
PRECTOTCORR_SUM,1997,7.0,-76.875,354.36,325.74,100.05,292.85,395.73,265.73,135.03,153.21,321.23,265.76,468.82,81.97,3160.48
PRECTOTCORR_SUM,1997,7.5,-71.25,29.19,118.65,31.07,98.02,269.57,250.39,235.18,208.54,145.96,132.93,71.48,8.52,1599.5
PRECTOTCORR_SUM,1997,7.5,-71.875,58.35,91.56,42.32,87.85,223.27,181.28,119.22,158.3,139.5,92.84,92.16,8.78,1295.43
PRECTOTCORR_SUM,1997,7.5,-72.5,68.91,75.14,56.69,105.61,195.94,117.2,74.03,115.63,135.64,70.31,93.11,10.38,1118.59
PRECTOTCORR_SUM,1997,7.5,-73.125,73.27,100.09,63.71,167.49,206.87,107.95,81.42,100.82,208.18,96.43,93.76,12.87,1312.86
PRECTOTCORR_SUM,1997,7.5,-73.75,71.05,189.34,62.11,193.61,238.74,175.26,123.32,164.55,320.35,170.27,143.53,14.4,1866.53
PRECTOTCORR_SUM,1997,7.5,-74.375,60.79,237.02,64.93,199.93,257.82,219.65,143.61,201.7,365.97,200.23,180.53,14.33,2146.51
PRECTOTCORR_SUM,1997,7.5,-75.0,73.63,238.33,69.69,210.76,284.92,219.35,148.95,191.98,312.94,205.6,234.7,19.58,2210.43
PRECTOTCORR_SUM,1997,7.5,-75.625,190.06,244.42,66.85,237.29,321.07,165.68,145.67,140.57,259.33,230.68,332.38,44.4,2378.4
PRECTOTCORR_SUM,1997,7.5,-76.25,266.16,279.59,65.53,249.51,342.91,143.17,146.65,125.72,273.67,256.01,388.8,60.04,2597.76
PRECTOTCORR_SUM,1997,7.5,-76.875,261.39,282.99,58.23,250.15,349.75,138.06,148.09,128.77,269.46,254.38,366.87,57.82,2565.96
PRECTOTCORR_SUM,1997,8.0,-71.25,42.68,139.77,42.2,93.03,251.13,239.46,225.43,262.97,147.82,158.31,80.68,8.51,1691.99
PRECTOTCORR_SUM,1997,8.0,-71.875,79.63,94.89,46.24,79.74,154.24,152.29,113.96,167.43,121.39,98.51,81.79,9.64,1199.75
PRECTOTCORR_SUM,1997,8.0,-72.5,87.33,67.55,56.35,110.75,131.08,91.49,54.08,110.19,134.03,59.05,65.29,10.87,978.06
PRECTOTCORR_SUM,1997,8.0,-73.125,67.99,78.66,60.74,181.05,179.37,97.5,50.46,86.15,221.72,72.81,64.07,11.44,1171.96
PRECTOTCORR_SUM,1997,8.0,-73.75,54.69,149.29,51.96,190.86,222.51,149.58,88.48,138.7,308.8,139.03,114.32,12.45,1620.67
PRECTOTCORR_SUM,1997,8.0,-74.375,46.96,198.54,51.52,180.31,237.8,184.3,112.37,180.11,339.71,176.07,155.98,12.95,1876.62
PRECTOTCORR_SUM,1997,8.0,-75.0,49.22,206.05,45.08,149.24,243.78,167.69,118.42,188.48,283.7,189.58,194.65,15.65,1851.54
PRECTOTCORR_SUM,1997,8.0,-75.625,115.1,209.24,32.7,157.74,265.21,98.66,126.05,143.42,221.82,207.13,240.82,28.04,1845.93
PRECTOTCORR_SUM,1997,8.0,-76.25,168.94,238.88,28.45,184.94,293.08,69.19,139.76,123.57,231.8,230.87,279.04,38.11,2026.63
PRECTOTCORR_SUM,1997,8.0,-76.875,167.32,235.93,25.04,192.02,294.06,63.74,144.62,123.18,227.36,233.56,265.07,36.32,2008.22
PRECTOTCORR_SUM,1997,8.5,-71.25,61.59,127.76,44.14,123.89,237.61,195.92,184.48,236.81,157.2,187.01,102.4,14.14,1672.95
PRECTOTCORR_SUM,1997,8.5,-71.875,94.25,78.31,47.13,95.06,98.01,110.2,85.78,137.48,114.88,106.38,86.42,14.02,1067.92
PRECTOTCORR_SUM,1997,8.5,-72.5,91.71,61.15,58.81,131.16,96.1,81.88,41.17,96.72,142.0,64.7,61.59,13.32,940.31
PRECTOTCORR_SUM,1997,8.5,-73.125,59.76,62.59,62.94,194.02,159.01,93.93,30.78,74.62,217.4,69.73,50.97,11.36,1087.11
PRECTOTCORR_SUM,1997,8.5,-73.75,37.4,99.13,47.06,187.66,191.46,119.16,50.38,106.73,270.7,110.64,84.24,10.6,1315.16
PRECTOTCORR_SUM,1997,8.5,-74.375,29.9,136.14,37.24,153.95,196.22,136.47,69.36,146.06,282.72,141.34,121.18,11.32,1461.9
PRECTOTCORR_SUM,1997,8.5,-75.0,25.44,147.1,23.31,88.96,177.57,110.21,73.99,170.03,233.76,159.95,147.02,11.59,1368.93
PRECTOTCORR_SUM,1997,8.5,-75.625,58.58,157.36,13.08,87.49,181.57,60.91,93.46,150.58,188.25,179.56,176.51,15.8,1363.15
PRECTOTCORR_SUM,1997,8.5,-76.25,95.88,185.42,12.23,137.78,219.28,54.67,134.79,150.94,205.59,209.8,218.79,22.44,1647.61
PRECTOTCORR_SUM,1997,8.5,-76.875,100.47,183.11,12.4,151.18,227.39,60.62,146.27,156.99,209.9,217.56,218.06,23.08,1707.03
PRECTOTCORR_SUM,1997,9.0,-71.25,72.34,93.05,32.32,144.7,194.74,149.3,146.04,165.34,164.24,198.95,114.43,19.14,1494.59
PRECTOTCORR_SUM,1997,9.0,-71.875,91.55,55.11,34.94,111.84,76.22,100.75,53.46,102.18,126.37,113.07,97.22,17.95,980.66
PRECTOTCORR_SUM,1997,9.0,-72.5,77.94,49.1,46.23,129.6,89.81,91.93,34.72,84.92,139.13,79.48,68.3,15.38,906.54
PRECTOTCORR_SUM,1997,9.0,-73.125,48.68,44.42,51.39,166.93,137.89,96.72,23.49,69.11,184.13,72.89,48.45,12.37,956.47
PRECTOTCORR_SUM,1997,9.0,-73.75,26.03,52.06,36.28,153.52,146.95,94.26,26.3,78.41,208.31,87.63,62.34,9.6,981.69
PRECTOTCORR_SUM,1997,9.0,-74.375,17.16,68.87,22.49,109.38,134.22,92.89,34.28,106.73,204.15,104.93,86.85,9.2,991.15
PRECTOTCORR_SUM,1997,9.0,-75.0,11.1,78.17,10.11,47.88,102.41,68.23,36.11,133.05,174.99,122.24,109.26,7.38,900.93
PRECTOTCORR_SUM,1997,9.0,-75.625,26.01,98.53,5.09,68.78,108.5,60.65,82.89,158.48,165.23,162.61,142.5,8.27,1087.54
PRECTOTCORR_SUM,1997,9.0,-76.25,49.2,128.75,7.35,142.16,153.68,90.82,171.84,212.09,196.98,214.42,196.59,12.12,1576.0
PRECTOTCORR_SUM,1997,9.0,-76.875,56.88,137.57,9.27,167.07,181.41,123.66,221.43,258.58,219.72,237.23,220.23,15.02,1848.07
PRECTOTCORR_SUM,1997,9.5,-71.25,54.74,52.48,16.74,117.23,137.26,137.01,102.76,117.91,182.3,175.04,120.54,18.83,1232.84
PRECTOTCORR_SUM,1997,9.5,-71.875,53.5,34.09,16.81,97.43,84.52,122.75,47.24,82.77,145.63,114.8,98.38,16.91,914.83
PRECTOTCORR_SUM,1997,9.5,-72.5,46.13,30.05,22.36,98.29,90.89,119.76,30.01,75.15,132.86,87.19,68.03,13.66,814.38
PRECTOTCORR_SUM,1997,9.5,-73.125,30.91,23.9,26.68,105.36,106.81,109.13,19.64,70.15,132.06,79.57,46.44,12.95,763.6
PRECTOTCORR_SUM,1997,9.5,-73.75,17.14,20.97,20.61,88.55,97.04,85.2,16.54,63.52,137.01,80.29,51.4,9.82,688.09
PRECTOTCORR_SUM,1997,9.5,-74.375,10.37,23.78,11.06,56.93,75.89,71.64,17.16,72.96,133.54,85.32,66.23,7.31,632.19
PRECTOTCORR_SUM,1997,9.5,-75.0,5.57,28.14,3.99,24.19,47.76,54.58,16.55,87.11,128.33,92.8,95.85,3.69,588.56
PRECTOTCORR_SUM,1997,9.5,-75.625,13.33,53.89,1.66,76.14,66.19,92.08,83.31,149.94,154.61,150.56,150.44,4.47,996.62
PRECTOTCORR_SUM,1997,9.5,-76.25,28.24,82.38,2.27,135.83,102.64,128.74,165.42,211.99,188.21,207.32,191.86,7.21,1452.11
PRECTOTCORR_SUM,1997,9.5,-76.875,35.34,93.77,3.23,157.98,131.72,163.87,222.45,263.24,213.24,235.35,218.1,9.88,1748.17
PRECTOTCORR_SUM,1998,10.0,-71.25,12.99,22.07,18.28,75.43,392.08,59.94,88.21,169.12,101.67,135.98,113.27,125.39,1314.43
PRECTOTCORR_SUM,1998,10.0,-71.875,3.93,17.89,21.27,70.02,270.96,68.62,107.98,134.04,116.75,88.46,79.74,94.65,1074.31
PRECTOTCORR_SUM,1998,10.0,-72.5,2.91,18.22,22.87,69.71,241.38,69.66,110.74,125.57,118.21,78.95,72.49,89.8,1020.51
PRECTOTCORR_SUM,1998,10.0,-73.125,1.25,21.54,30.0,60.99,202.08,71.57,115.31,118.0,123.16,63.49,57.67,88.35,953.41
PRECTOTCORR_SUM,1998,10.0,-73.75,0.7,18.74,29.28,46.73,155.85,75.44,98.06,108.01,130.64,76.27,53.58,92.44,885.74
PRECTOTCORR_SUM,1998,10.0,-74.375,0.66,15.57,22.05,34.19,124.74,75.79,86.49,105.55,128.15,90.61,54.49,98.74,837.03
PRECTOTCORR_SUM,1998,10.0,-75.0,0.38,10.51,16.46,22.92,91.22,77.24,92.49,118.18,118.9,99.77,57.83,106.79,812.69
PRECTOTCORR_SUM,1998,10.0,-75.625,0.14,4.21,15.42,17.93,107.3,120.73,252.71,230.99,193.12,149.39,87.71,152.0,1331.65
PRECTOTCORR_SUM,1998,10.0,-76.25,0.12,1.03,15.49,19.42,130.43,145.79,380.5,295.27,249.22,190.12,114.23,193.54,1735.16
PRECTOTCORR_SUM,1998,10.0,-76.875,0.15,1.05,14.69,20.04,140.44,152.0,397.44,293.98,254.17,202.8,135.92,221.76,1834.44
PRECTOTCORR_SUM,1998,10.5,-71.25,7.83,12.58,11.64,69.36,354.07,38.92,83.85,163.77,82.64,107.69,98.82,104.39,1135.56
PRECTOTCORR_SUM,1998,10.5,-71.875,1.87,14.62,8.95,60.89,250.66,53.45,101.82,123.86,106.62,72.74,70.98,77.55,944.01
PRECTOTCORR_SUM,1998,10.5,-72.5,1.09,16.52,8.82,56.66,227.33,55.8,106.91,113.7,109.53,64.73,62.77,75.56,899.42
PRECTOTCORR_SUM,1998,10.5,-73.125,0.36,19.03,11.51,39.06,190.13,59.46,107.45,101.9,107.87,57.9,46.92,71.14,812.73
PRECTOTCORR_SUM,1998,10.5,-73.75,0.1,13.36,13.1,24.21,142.85,65.01,86.84,84.79,115.47,76.35,43.16,74.82,740.06
PRECTOTCORR_SUM,1998,10.5,-74.375,0.08,8.43,12.51,17.34,114.63,69.09,71.11,76.85,124.45,96.54,46.4,84.76,722.19
PRECTOTCORR_SUM,1998,10.5,-75.0,0.03,5.35,13.22,13.43,89.08,81.85,73.34,97.04,142.76,116.97,55.13,97.34,785.54
PRECTOTCORR_SUM,1998,10.5,-75.625,0.02,2.71,17.06,8.87,90.76,122.61,134.53,192.3,213.13,156.38,80.34,133.07,1151.78
PRECTOTCORR_SUM,1998,10.5,-76.25,0.01,1.17,19.2,6.92,101.62,141.33,178.97,234.35,249.89,182.96,96.65,167.35,1380.42
PRECTOTCORR_SUM,1998,10.5,-76.875,0.06,1.21,18.65,7.39,101.67,137.8,163.36,217.72,235.02,189.24,102.67,173.27,1348.06
PRECTOTCORR_SUM,1998,11.0,-71.25,4.97,6.84,7.15,71.24,259.87,29.67,77.17,133.29,75.5,89.85,77.26,91.34,924.15
PRECTOTCORR_SUM,1998,11.0,-71.875,0.94,11.68,5.34,60.61,207.86,42.35,93.9,107.47,98.57,64.11,59.76,65.22,817.81
PRECTOTCORR_SUM,1998,11.0,-72.5,0.29,14.48,4.83,53.69,196.89,45.81,99.57,99.3,102.82,58.21,52.58,65.05,793.52
PRECTOTCORR_SUM,1998,11.0,-73.125,0.11,15.09,5.33,31.54,170.19,55.76,100.27,94.23,113.13,59.9,40.21,59.48,745.24
PRECTOTCORR_SUM,1998,11.0,-73.75,0.07,10.0,5.86,17.95,156.43,73.92,108.09,98.53,152.15,95.05,43.83,68.53,830.41
PRECTOTCORR_SUM,1998,11.0,-74.375,0.07,5.79,6.93,14.77,143.49,82.07,103.32,93.03,178.15,120.11,51.18,89.89,888.8
PRECTOTCORR_SUM,1998,11.0,-75.0,0.03,4.03,9.69,10.58,128.31,105.91,109.42,125.64,222.39,153.93,66.97,106.68,1043.58
PRECTOTCORR_SUM,1998,11.0,-75.625,0.01,1.7,14.3,4.85,91.92,127.81,105.99,178.17,243.62,172.3,80.46,117.14,1138.27
PRECTOTCORR_SUM,1998,11.0,-76.25,0.01,0.97,16.04,3.64,93.63,136.94,118.46,202.58,253.35,188.54,90.43,137.09,1241.68
PRECTOTCORR_SUM,1998,11.0,-76.875,0.07,1.17,15.5,4.55,93.22,135.88,118.61,192.16,238.29,198.67,95.15,139.38,1232.65
PRECTOTCORR_SUM,1998,11.5,-71.25,2.33,4.0,3.34,67.39,195.03,32.97,75.67,107.82,80.36,90.51,62.88,100.93,823.23
PRECTOTCORR_SUM,1998,11.5,-71.875,0.64,8.58,3.62,56.0,163.08,37.79,88.19,97.34,105.01,66.99,52.86,65.56,745.66
PRECTOTCORR_SUM,1998,11.5,-72.5,0.39,6.93,3.13,66.44,152.93,32.52,81.66,86.55,91.89,58.05,50.81,54.19,685.49
PRECTOTCORR_SUM,1998,11.5,-73.125,0.41,9.68,2.14,33.9,174.22,73.1,139.25,129.2,212.21,100.66,57.5,89.96,1022.23
PRECTOTCORR_SUM,1998,11.5,-73.75,0.39,7.38,1.54,25.5,191.6,98.57,176.74,150.25,272.57,141.39,68.32,108.86,1243.11
PRECTOTCORR_SUM,1998,11.5,-74.375,0.31,7.27,2.27,21.98,222.22,116.68,205.58,168.19,305.86,187.2,83.58,130.27,1451.41
PRECTOTCORR_SUM,1998,11.5,-75.0,0.15,4.61,6.61,11.84,176.77,127.08,168.99,167.66,297.52,201.37,89.72,127.99,1380.31
PRECTOTCORR_SUM,1998,11.5,-75.625,0.01,1.03,11.66,2.67,91.99,124.69,98.87,157.82,249.92,185.67,83.33,116.63,1124.29
PRECTOTCORR_SUM,1998,11.5,-76.25,0.01,0.92,12.48,2.85,91.22,125.32,103.4,166.59,238.86,194.5,85.8,125.38,1147.33
PRECTOTCORR_SUM,1998,11.5,-76.875,0.09,1.12,12.42,3.65,91.96,126.58,105.21,159.36,225.67,206.09,90.67,128.81,1151.63
PRECTOTCORR_SUM,1998,12.0,-71.25,3.08,3.18,1.46,53.96,152.35,32.69,71.31,82.09,73.97,89.0,52.57,114.42,730.08
PRECTOTCORR_SUM,1998,12.0,-71.875,1.44,4.55,1.18,41.72,154.59,52.53,103.74,125.98,176.98,115.74,75.68,119.33,973.46
PRECTOTCORR_SUM,1998,12.0,-72.5,0.83,4.59,1.47,51.98,128.79,39.03,85.09,92.84,127.49,82.41,54.4,82.59,751.51
